PROGRAM,CGPA_AKHIR,POSTKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
MC225,2.96,18000,100,N,P,I,7,3,3,LULUS,TM
BM220,2.67,18000,100,N,P,I,7,2,2.58,LULUS,TM
AM228,2.89,18000,100,N,P,I,7,2,3.59,LULUS,TM
HM220,2.73,18000,100,N,L,I,7,5,2.5,LULUS,TM
AP230,3.22,18000,100,N,P,I,7,1,2.42,LULUS,TM
AP230,3.64,18000,100,N,P,I,7,1,3.17,LULUS,TS
OM221,3.27,18000,100,N,P,I,7,2,2.92,LULUS,TM
IM221,2.92,18000,100,N,P,I,7,1,3,LULUS,TM
IM227,3.04,18000,100,N,P,I,7,3,3.17,LULUS,TS
AP230,2.94,18000,100,N,P,I,7,2,2.92,LULUS,TM
AP220,1.39,18000,100,N,L,I,7,2,2.75,GAGAL,D1
CT223,3.09,18000,100,N,L,I,7,1,2.42,LULUS,TM
BM231,1.85,18000,100,N,P,I,7,2,2.83,GAGAL,P1
IM224,3.25,18000,100,N,P,I,7,2,3.8,LULUS,TS
OM221,3.05,18000,100,N,P,I,8,2,2.92,LULUS,TM
AD222,2.96,18000,100,N,L,I,8,1,2.42,LULUS,TM
BM232,3.26,18000,100,N,P,I,8,2,3.17,LULUS,TS
AP221,0,18000,100,N,P,I,9,2,3,GAGAL,MD
AD222,2.73,18000,100,N,P,I,9,2,2.08,LULUS,TM
AM228,2.79,18000,100,N,P,I,9,2,2.83,LULUS,TM
BM220,3.45,18000,100,N,P,I,9,7,3.08,LULUS,TM
IM224,3.14,18000,100,N,P,I,9,2,3.17,LULUS,TS
AD242,3.17,18000,100,N,P,I,9,2,2.42,GAGAL,LU
AD227,3.08,18000,100,N,L,I,10,4,2.25,LULUS,TM
IM220,3.24,17700,100,N,P,I,6,3,3.8,LULUS,TS
BM224,2.75,17700,100,N,P,I,7,3,2.67,LULUS,TM
IM225,2.98,17610,100,N,P,I,2,2,3,LULUS,TS
BM224,3.36,17610,100,N,P,I,2,2,2.59,LULUS,TM
AM228,2.63,17610,100,N,L,I,6,2,2.83,GAGAL,LU
IM221,3.28,17610,100,N,P,I,8,1,2.92,LULUS,TS
LG221,2.95,17610,100,N,P,I,9,1,2.33,LULUS,TM
AP225,2.35,17610,100,N,P,I,9,7,2.84,GAGAL,LU
LG221,2.9,17610,100,N,L,I,9,5,2.42,LULUS,TS
AD221,3.08,17600,100,N,L,I,2,2,2.8,LULUS,TM
AM228,1.77,17600,100,N,L,I,4,2,3,GAGAL,D1
IM225,3.02,17600,100,N,P,I,5,2,3.42,LULUS,TS
BM220,2.59,17600,100,N,P,I,6,6,2.5,LULUS,TM
HM221,2.69,17600,100,N,P,I,6,2,2.5,LULUS,TM
IM225,3.29,17600,100,N,P,I,7,2,3.8,LULUS,TS
BM232,2.82,17600,100,N,L,I,7,3,2.92,LULUS,TS
BM222,2.88,17600,100,N,P,I,8,3,2.67,LULUS,TM
BM220,2.82,17600,100,N,L,I,9,4,2.5,LULUS,TM
BM225,2.96,17600,100,N,P,I,9,2,2.92,LULUS,TM
AP236,3.03,17520,100,N,L,I,5,2,3.8,LULUS,TM
AP230,2.63,17510,100,N,L,I,5,2,2.67,LULUS,TM
IM227,3.06,17510,100,N,P,I,5,2,2.92,LULUS,TS
LG221,3.29,17510,100,N,P,I,6,1,2.25,LULUS,TS
AP221,2.87,17510,100,N,L,I,6,2,2.75,LULUS,TM
CT226,3.03,17510,100,N,L,I,6,3,2.75,LULUS,TM
AD246,2.49,17510,100,N,P,I,7,3,2.58,GAGAL,LU
BM230,1.97,17510,100,N,P,I,7,6,2.92,GAGAL,GT
BM229,1.65,17510,100,N,P,I,7,7,2.33,GAGAL,D1
AP230,2.57,17500,100,N,L,I,1,2,2.5,LULUS,TM
OM223,3.61,17500,100,N,P,I,1,1,3.67,LULUS,TS
BM224,2.74,17500,100,N,L,I,1,2,3.9,LULUS,TM
OM223,2.8,17500,100,N,L,I,1,2,3.25,LULUS,TS
AP230,2,17500,100,N,L,I,1,2,2.9,GAGAL,D4
CT224,3.37,17500,100,N,L,I,2,3,2.83,LULUS,TM
BM230,3.38,17500,100,N,P,I,2,2,3.17,LULUS,TM
AP230,2.68,17500,100,N,P,I,2,1,2.42,LULUS,TM
AP230,2.48,17500,100,N,P,I,3,2,2.58,LULUS,TM
HM221,2.92,17500,100,N,P,I,3,1,2.58,LULUS,TM
IM220,2.89,17500,100,N,P,I,3,2,2.42,LULUS,TM
BM229,3.59,17500,100,N,P,I,3,2,4,LULUS,TM
HM221,2.77,17500,100,N,P,I,3,2,2.92,LULUS,TM
IM220,3.29,17500,100,N,P,I,4,1,2.75,LULUS,TS
AD221,3.05,17500,100,N,L,I,4,2,2,LULUS,TM
HM220,3.21,17500,100,N,L,I,4,1,2.83,LULUS,TM
CT226,3.04,17500,100,N,P,I,4,2,2.5,LULUS,TS
IM226,3.22,17500,100,N,P,I,4,4,2.75,LULUS,TS
HM220,3.22,17500,100,N,L,I,4,1,3.33,LULUS,TS
MC228,1.45,17500,100,N,L,I,4,2,2,GAGAL,D1
AP230,2.86,17500,100,N,L,I,4,2,3.8,LULUS,TM
BM232,2.77,17500,100,N,P,I,4,8,2.58,LULUS,TS
AD246,2.79,17500,100,N,P,I,4,3,2.25,GAGAL,MD
AP230,2.73,17500,100,N,L,I,4,1,2.42,LULUS,TM
IM223,3.06,17500,100,N,P,I,4,2,2.67,LULUS,TS
HM221,3.25,17500,100,N,P,I,4,1,2.83,LULUS,TM
CT223,3.2,17500,100,N,L,I,4,2,2.58,LULUS,TM
BM232,2.64,17500,100,N,P,I,4,4,2.92,LULUS,TM
BM221,2.73,17500,100,N,P,I,5,1,2.67,LULUS,TM
ED222,0.78,17500,100,N,L,I,5,1,2.5,GAGAL,D1
OM224,3.02,17500,100,N,P,I,5,2,2.92,LULUS,TS
AM228,2.6,17500,100,N,P,I,5,2,3,LULUS,TM
BM232,2.02,17500,100,N,P,I,5,6,2.5,GAGAL,LU
AD222,3.36,17500,100,N,P,I,5,2,2.08,LULUS,TS
AP225,2.6,17500,100,N,P,I,5,1,2.5,LULUS,TM
AP225,2.73,17500,100,N,P,I,5,1,3.5,LULUS,TM
IM221,3.55,17500,100,N,P,I,5,2,3,LULUS,TS
BM220,3.01,17500,100,N,L,I,5,3,2.67,LULUS,TM
IM227,3.07,17500,100,N,P,I,5,1,2.83,LULUS,TS
BM224,2.97,17500,100,N,L,I,5,2,2.75,LULUS,TM
BM220,3.09,17500,100,N,P,I,5,5,3,LULUS,TM
HM221,2.92,17500,100,N,P,I,5,2,3.8,LULUS,TM
BM220,2.58,17500,100,N,P,I,5,2,2.42,LULUS,TM
AM228,2.77,17500,100,N,P,I,5,1,2.92,LULUS,TM
BM220,3.13,17500,100,N,P,I,5,2,2.67,LULUS,TM
BM229,2.72,17500,100,N,P,I,5,2,2.67,LULUS,TM
BM220,2.97,17500,100,N,P,I,5,2,2.59,LULUS,TM
AP220,0.96,17500,100,N,L,I,5,3,2.58,GAGAL,D2
IM220,3.2,17500,100,N,P,I,6,2,2.5,LULUS,TS
BM220,0,17500,100,N,P,I,6,2,2.83,GAGAL,MD
AD222,2.79,17500,100,N,P,I,6,2,2.33,LULUS,TM
OM221,3.34,17500,100,N,P,I,6,2,3.8,LULUS,TS
CT223,3.07,17500,100,N,L,I,6,3,2.83,LULUS,TM
MC225,3.01,17500,100,N,P,I,6,2,3.17,LULUS,TS
BM223,3.09,17500,100,N,P,I,6,2,3,LULUS,TM
IM225,2.98,17500,100,N,P,I,6,1,2.92,LULUS,TM
OM223,0,17500,100,N,L,I,7,3,2.58,GAGAL,D1
IM220,2.87,17500,100,N,L,I,7,4,2.75,LULUS,TM
HM222,2.85,17500,100,N,L,I,7,2,2.58,LULUS,TM
CT224,2.97,17500,100,N,L,I,7,1,2.75,LULUS,TM
IM226,2.86,17500,100,N,P,I,7,1,2.84,LULUS,TS
BM230,2.47,17500,100,N,P,I,7,3,3.33,LULUS,TM
BM236,3.32,17500,100,N,P,I,7,2,3.33,LULUS,TS
OM223,2.91,17500,100,N,P,I,8,3,2.58,LULUS,TS
BM220,2.92,17500,100,N,P,I,8,2,3.9,LULUS,TM
HM225,3.28,17500,100,N,P,I,8,1,3.67,LULUS,TS
BM222,3.03,17500,100,N,P,I,8,1,3.33,LULUS,TM
BM224,2.63,17500,100,T,L,I,8,2,2.67,LULUS,TM
AM228,2.88,17500,100,N,P,I,8,3,2.58,LULUS,TM
AP230,2.55,17500,100,N,P,I,8,1,2.67,LULUS,TM
BM225,2.76,17500,100,N,L,I,8,1,2.84,LULUS,TM
AP230,2.62,17500,100,N,L,I,8,2,2.42,LULUS,TM
BM223,1.72,17500,100,N,P,I,8,2,2.83,GAGAL,D1
BM230,3.19,17500,100,N,P,I,8,2,2.92,LULUS,TM
AP230,2.92,17500,100,N,L,I,8,3,2.25,LULUS,TM
BM223,3.33,17500,100,N,P,I,9,2,3.75,LULUS,TM
MC242,1.52,17500,100,N,L,I,9,5,2.25,GAGAL,D1
HM222,2.95,17500,100,N,P,I,9,2,2.92,LULUS,TM
AP230,2.8,17500,100,N,P,I,9,1,2.33,LULUS,TS
IM225,3.43,17500,100,N,L,I,9,3,2.67,LULUS,TS
BM220,2.75,17500,100,N,P,I,10,3,2.58,LULUS,TM
AD221,2.86,17200,100,N,L,I,1,2,2.58,LULUS,TM
CT223,3.24,17200,100,N,L,I,2,1,2.42,LULUS,TM
BM232,3.14,17200,100,N,P,I,2,1,2.92,LULUS,TS
AP230,2.93,17200,100,N,L,I,3,2,2.5,LULUS,TM
BM220,2.73,17200,100,N,P,I,3,2,2.59,LULUS,TM
AM228,2.12,17200,100,N,L,I,3,2,3.8,GAGAL,LU
OM221,3.15,17200,100,N,P,I,3,2,3.9,LULUS,TS
AP221,3.03,17200,100,N,P,I,3,2,2.83,LULUS,TM
OM221,1.63,17200,100,N,P,I,3,2,2.17,GAGAL,D1
AM228,2.79,17200,100,N,P,I,4,2,3.17,LULUS,TM
AP230,1.7,17200,100,N,L,I,5,2,2.58,GAGAL,D4
ED222,3.26,17200,100,N,P,I,5,1,3,LULUS,TM
CT226,2.82,17200,100,N,L,I,6,2,2.5,LULUS,TM
AS228,3.81,17200,100,N,P,I,6,2,2.58,LULUS,ANC
CT223,3.11,17200,100,N,L,I,6,2,2.75,LULUS,TS
OM221,3.41,17200,100,N,P,I,6,2,3,LULUS,TM
IM226,0,17200,100,N,P,I,6,1,2.75,GAGAL,GT
CT226,2.94,17200,100,N,L,I,6,2,2.17,GAGAL,LU
SR221,2.64,17200,100,N,L,I,7,1,2.75,LULUS,TM
IM226,3.02,17200,100,N,P,I,8,2,2.67,LULUS,TS
IM224,2.66,17200,100,N,P,I,8,2,3.17,GAGAL,LU
OM223,2.77,17200,100,N,L,I,9,2,3.33,LULUS,TS
MC221,2.46,17200,100,N,P,I,9,2,2.75,GAGAL,LU
IM225,0,17200,100,N,P,I,9,2,2.83,GAGAL,MD
AP230,2.62,17070,100,N,P,I,4,3,2.83,LULUS,TM
AP236,1.7,17070,100,N,L,I,4,1,2.83,GAGAL,D2
BM232,2.93,17070,100,N,P,I,4,2,3.42,LULUS,TM
BM221,2.88,17070,100,N,P,I,6,1,2.92,LULUS,TM
BM224,1.75,17070,100,N,P,I,7,2,2.75,GAGAL,D1
AP230,2.56,17070,100,N,P,I,8,2,2.42,LULUS,TM
AP230,2.7,17060,100,N,L,I,0,1,2.58,LULUS,TM
AP230,2.92,17060,100,N,P,I,3,1,3.25,LULUS,TM
MC225,3.11,17060,100,N,L,I,5,1,2.58,LULUS,TM
HM221,3.01,17060,100,N,P,I,5,3,3.8,LULUS,TM
HM225,2.7,17060,100,N,L,I,6,4,2.59,LULUS,TM
IM221,2.56,17060,100,N,P,I,6,1,2.84,GAGAL,LU
AP230,2.69,17060,100,N,L,I,8,1,2.42,LULUS,TM
HM222,2.82,17060,100,N,P,I,8,2,2.67,LULUS,TM
AM228,2.86,17060,100,N,P,I,9,2,2.92,LULUS,TM
AS234,2.96,17050,100,N,P,I,2,1,2.9,LULUS,TM
BM232,3.24,17050,100,N,P,I,3,3,3.42,LULUS,TS
AP236,2.91,17050,100,N,P,I,4,1,3.33,LULUS,TM
HM221,3.25,17050,100,N,P,I,4,2,3.17,LULUS,TM
BM230,1.67,17050,100,N,P,I,4,3,2.58,GAGAL,D1
AP230,1.54,17050,100,N,P,I,5,1,2.33,GAGAL,D4
BM223,3.31,17050,100,N,P,I,6,2,3.42,LULUS,TM
OM221,3.35,17050,100,N,P,I,6,2,3.42,LULUS,TS
IM222,3.04,17050,100,N,P,I,6,4,3,LULUS,TS
AP230,2.37,17050,100,N,P,I,6,1,2.5,GAGAL,D4
AP230,2.72,17050,100,N,P,I,6,2,2.67,LULUS,TM
AP230,2.64,17050,100,N,L,I,7,1,2.5,LULUS,TM
AP230,2.55,17050,100,N,P,I,7,1,2.67,LULUS,TM
AP230,1.53,17050,100,N,L,I,8,1,2.58,GAGAL,D2
AP230,2.71,17050,100,N,P,I,8,1,2.42,LULUS,TM
AD222,3.04,17050,100,N,P,I,8,1,2.84,LULUS,TM
AP230,2.48,17050,100,N,P,I,8,2,2.5,LULUS,TM
HM221,2.93,17050,100,N,P,I,9,2,2.92,LULUS,TM
AP225,0,17040,100,N,L,I,2,1,2.5,GAGAL,GT
AD242,2.87,17040,100,N,P,I,2,2,2.33,GAGAL,LU
AP230,2.67,17040,100,N,L,I,4,2,2.83,LULUS,TM
OM221,2.88,17040,100,N,P,I,6,5,2.92,LULUS,TS
AP228,2.32,17040,100,N,P,I,6,2,3,GAGAL,LU
AP230,2.66,17040,100,N,P,I,7,1,2.5,LULUS,TM
LG221,2.97,17040,100,N,P,I,7,1,2.59,LULUS,TS
AM228,2.94,17040,100,N,P,I,9,3,2.92,LULUS,TS
BM220,2.03,17030,100,N,P,I,0,1,2.42,GAGAL,MD
BM220,2.01,17030,100,N,P,I,2,2,2.67,GAGAL,D4
BM222,3.29,17030,100,N,P,I,2,2,3.67,LULUS,TM
AP221,0,17030,100,N,P,I,2,2,3.83,GAGAL,MD
CT226,2.89,17030,100,N,P,I,2,1,2.42,LULUS,TM
MC222,2.95,17030,100,N,P,I,3,2,2.67,LULUS,TM
AD227,3.03,17030,100,N,P,I,3,2,2.75,LULUS,TM
BM229,2.54,17030,100,N,P,I,3,3,2.5,LULUS,TM
CT227,2.79,17030,100,N,L,I,3,5,3.34,LULUS,TM
AP247,2.39,17030,100,N,L,I,6,2,2.92,GAGAL,D4
SR223,3.13,17030,100,N,L,I,6,2,3.25,GAGAL,LU
BM220,2.64,17030,100,N,L,I,6,4,2.84,LULUS,TM
AM228,3.13,17030,100,N,P,I,7,1,3.17,LULUS,TS
OM222,2.98,17030,100,N,P,I,10,2,2.08,LULUS,TS
OM221,2.76,17020,100,N,P,I,3,1,2.75,LULUS,TM
IM224,2.98,17020,100,N,P,I,4,1,3.8,LULUS,TM
AD230,3.4,17020,100,N,L,I,4,1,2.75,LULUS,TS
ED220,3.26,17020,100,N,P,I,5,2,3.5,LULUS,TM
IM226,3.02,17020,100,N,P,I,5,1,2.67,LULUS,TS
HM225,2.8,17020,100,N,L,I,5,1,3,LULUS,TM
IM224,3.37,17020,100,N,P,I,5,3,3,LULUS,TS
IM224,3.02,17020,100,N,P,I,6,1,3.33,LULUS,TS
BM224,3.11,17020,100,N,P,I,6,3,3,LULUS,TM
AP230,2.62,17020,100,N,L,I,9,1,2.83,LULUS,TM
OM221,2.92,17020,100,N,P,I,9,7,3.17,LULUS,TM
AD223,0.72,17010,100,N,L,I,0,1,2,GAGAL,D1
AP221,2.71,17010,100,N,L,I,2,1,2.75,LULUS,TM
AD246,0.58,17010,100,N,P,I,3,1,2.5,GAGAL,D1
SR221,2.55,17010,100,N,L,I,3,1,3.17,LULUS,TM
AP230,2.35,17010,100,N,L,I,4,2,2.75,LULUS,TM
BM221,2.71,17010,100,N,P,I,4,2,2.92,LULUS,TM
IM222,3.35,17010,100,N,P,I,4,1,3.9,LULUS,TS
AP230,1.59,17000,100,N,P,I,1,1,2.83,GAGAL,D1
OM221,1.86,17000,100,N,L,I,1,2,2.75,GAGAL,D3
BM225,2.45,17000,100,N,P,I,2,1,3,GAGAL,D4
AP230,2.87,17000,100,N,P,I,2,1,2.34,LULUS,TM
AD221,3.17,17000,100,N,P,I,2,1,2.5,LULUS,TM
BM226,2.88,17000,100,N,P,I,2,3,3.9,LULUS,TM
AP225,2.8,17000,100,N,P,I,3,1,2.5,LULUS,TM
AP220,2.8,17000,100,N,L,I,3,1,2.83,LULUS,TS
BM220,2.61,17000,100,N,P,I,3,1,2.67,LULUS,TM
BM220,1.7,17000,100,N,L,I,3,2,2.75,GAGAL,D2
HM221,3.15,17000,100,N,P,I,3,1,2.75,LULUS,TM
SR223,2.64,17000,100,N,L,I,3,2,2.58,LULUS,TM
AP229,3,17000,100,N,P,I,3,1,2.92,LULUS,TM
AP230,2.55,17000,100,N,P,I,3,1,2.92,LULUS,TM
HM220,3.08,17000,100,N,P,I,3,5,3.8,LULUS,TS
IM226,3.44,17000,100,N,P,I,3,1,3,LULUS,TS
IM226,2.85,17000,100,N,L,I,3,3,2.75,LULUS,TS
AP230,3.06,17000,100,N,P,I,4,2,2.67,GAGAL,GT
MC222,1.63,17000,100,N,L,I,4,6,2,GAGAL,D2
CT227,1.38,17000,100,N,L,I,4,1,3.42,GAGAL,D1
AP230,2.85,17000,100,N,P,I,4,1,3,LULUS,TM
AP230,2.68,17000,100,N,P,I,4,1,3.25,LULUS,TM
AP220,1.86,17000,100,N,P,I,4,1,2.75,GAGAL,D4
HM220,2.86,17000,100,N,P,I,4,1,3.25,GAGAL,LU
AP230,3.05,17000,100,N,P,I,5,2,2.75,LULUS,TM
BM220,1.37,17000,100,N,L,I,5,2,2.33,GAGAL,D1
BM232,2.67,17000,100,N,P,I,5,1,2.75,LULUS,TS
AD221,2.46,17000,100,N,L,I,5,3,2.58,GAGAL,LU
AD225,2.75,17000,100,N,P,I,5,1,2,LULUS,TM
AP230,2.8,17000,100,N,P,I,5,2,2.67,LULUS,TM
AM228,1.59,17000,100,N,P,I,5,3,3,GAGAL,D1
BM222,2.79,17000,100,N,P,I,5,2,2.92,LULUS,TM
OM222,2.84,17000,100,N,L,I,5,2,2.75,LULUS,TM
IM225,3,17000,100,N,P,I,5,1,3,LULUS,TS
AP230,2.04,17000,100,N,P,I,6,1,2.92,GAGAL,LU
IM225,3.02,17000,100,N,L,I,6,4,2.5,LULUS,TS
AM228,3.07,17000,100,N,L,I,6,5,3.25,LULUS,TM
BM226,1.48,17000,100,N,L,I,6,5,3,GAGAL,D1
BM220,3.07,17000,100,N,P,I,6,4,2.59,LULUS,TM
AP230,2.95,17000,100,N,P,I,6,1,2.75,LULUS,TM
OM223,2.95,17000,100,N,P,I,6,5,2.42,LULUS,TS
IM225,3.03,17000,100,N,P,I,6,2,2.75,LULUS,TS
MC225,3.26,17000,100,N,P,I,6,1,3.8,LULUS,TS
HM225,2.82,17000,100,N,P,I,6,5,3.08,LULUS,TM
AP230,2.96,17000,100,N,L,I,6,1,2.83,LULUS,TM
AP230,3.18,17000,100,N,P,I,6,2,2.92,LULUS,TM
MC221,3.27,17000,100,N,P,I,6,1,2.5,LULUS,TS
MC224,3.2,17000,100,N,P,I,7,2,2.75,LULUS,TM
OM221,3,17000,100,N,P,I,7,1,3.25,LULUS,TM
AP230,2.76,17000,100,N,P,I,7,7,2.58,LULUS,TM
BM224,2.65,17000,100,N,L,I,7,2,3.34,LULUS,TM
HM222,2.77,17000,100,N,P,I,7,1,3,LULUS,TM
AP230,2.78,17000,100,N,P,I,7,2,2.58,LULUS,TM
IM220,2.85,17000,100,N,P,I,7,7,3.33,LULUS,TM
BM220,3.44,17000,100,N,P,I,7,6,3.84,LULUS,TM
AD228,3.39,17000,100,N,P,I,7,1,3.17,LULUS,TM
IM225,2.9,17000,100,N,L,I,7,1,2.92,LULUS,TS
AD223,3.1,17000,100,N,P,I,7,4,2.67,LULUS,TM
MC221,1.78,17000,100,N,L,I,7,3,2.8,GAGAL,D4
AM228,1.76,17000,100,N,P,I,7,1,3.83,GAGAL,D1
BM230,2.7,17000,100,N,P,I,7,1,3.33,LULUS,TM
AD221,3.32,17000,100,N,P,I,7,4,2.92,LULUS,TM
BM222,3.11,17000,700,N,L,I,8,1,3.58,LULUS,TM
AM228,2.63,17000,100,N,L,I,8,2,3,LULUS,TM
HM220,3.19,17000,100,N,L,I,8,1,2.92,LULUS,TS
SR221,2.81,17000,100,N,P,I,8,4,2.59,LULUS,TM
HM222,2.89,17000,100,N,P,I,8,2,3.59,LULUS,TM
BM222,3,17000,100,N,P,I,9,2,2.92,LULUS,TM
MC242,2.35,17000,100,N,P,I,9,1,3.08,GAGAL,LU
AP230,2.67,17000,100,N,P,I,9,1,2.83,LULUS,TM
BM229,2.8,17000,100,N,P,I,9,2,3,LULUS,TM
HM221,2.87,17000,100,N,P,I,9,1,3,LULUS,TM
IM226,3.22,17000,100,N,P,I,9,2,2.75,LULUS,TS
BM230,2.93,17000,100,N,L,I,9,2,3.75,LULUS,TM
AP236,1.72,17000,100,N,P,I,9,2,3.9,GAGAL,D1
AP230,2.39,17000,100,N,P,I,10,2,2.5,LULUS,TM
CT226,3.1,16810,100,N,P,I,2,1,3.17,LULUS,TM
OM222,3,16810,100,N,P,I,2,3,2.67,LULUS,TS
BM232,3.11,16810,100,N,P,I,2,1,3.17,LULUS,TS
BM222,3.69,16810,100,N,L,I,3,2,3.9,LULUS,ANC
CT223,2.63,16810,100,N,L,I,3,1,2.83,GAGAL,LU
BM223,3.04,16810,100,N,P,I,5,3,3.33,LULUS,TM
AM228,2.98,16810,100,N,P,I,5,1,3.17,LULUS,TM
IM221,3.66,16810,100,N,P,I,5,1,3.17,LULUS,TS
AD224,3.21,16810,100,N,L,I,6,1,3.5,LULUS,TM
SR221,1.79,16810,100,N,L,I,7,4,2.08,GAGAL,D2
OM222,2.91,16810,100,N,P,I,8,6,3,LULUS,TS
AP225,2.5,16810,100,N,P,I,9,3,2.5,LULUS,TM
BM230,2.77,16800,100,N,P,I,1,2,2.42,LULUS,TM
AD221,2.63,16800,100,N,L,I,2,0,2.58,LULUS,TM
BM232,2.74,16800,100,N,L,I,2,2,2.58,LULUS,TM
IM222,3.44,16800,100,N,L,I,3,2,2.42,LULUS,TS
BM222,1.88,16800,100,N,L,I,3,6,3.8,GAGAL,D5
BM232,3.07,16800,100,N,P,I,3,3,3.5,LULUS,TM
AP224,2.67,16800,100,N,P,I,3,2,2.5,LULUS,TM
HM220,2.71,16800,100,N,L,I,3,3,2.75,LULUS,TM
BM230,2.8,16800,100,N,P,I,4,2,2.58,LULUS,TM
BM221,2.79,16800,100,N,P,I,4,5,2.42,LULUS,TM
AD222,3.35,16800,100,N,P,I,4,5,3.33,LULUS,TM
BM226,3.28,16800,100,N,P,I,4,1,3.34,LULUS,TM
AP230,1.63,16800,100,N,P,I,4,2,2.83,GAGAL,D1
AD223,1.28,16800,100,N,L,I,4,1,2.42,GAGAL,D1
AP230,3.01,16800,100,N,P,I,4,3,2.75,LULUS,TM
IM225,2.84,16800,100,N,L,I,4,1,3.17,LULUS,TS
BM236,3.48,16800,100,N,P,I,4,3,3.5,LULUS,TS
AP227,2.97,16800,100,N,P,I,5,1,2.58,LULUS,TM
BM222,2.94,16800,100,N,P,I,5,1,2.67,LULUS,TM
IM227,2.92,16800,100,N,P,I,5,1,3.25,LULUS,TS
AD222,3,16800,100,N,P,I,5,2,2,LULUS,TM
BM232,3.25,16800,100,N,L,I,5,2,3.9,LULUS,TS
HM220,3.05,16800,100,N,P,I,5,1,3.9,LULUS,TM
AP220,3.12,16800,100,N,P,I,5,1,3.33,LULUS,TS
AD228,3.32,16800,100,N,P,I,5,1,2.42,LULUS,TM
AD221,3.01,16800,100,N,L,I,6,1,3,GAGAL,LU
BM232,2.15,16800,100,N,L,I,6,4,3.9,GAGAL,LU
IM220,3.6,16800,100,N,L,I,6,3,3.17,LULUS,TS
BM230,2.96,16800,100,N,P,I,6,2,2.5,LULUS,TM
AP221,1.69,16800,100,N,L,I,6,1,3,GAGAL,D1
HM220,3.11,16800,100,N,L,I,6,1,2.84,LULUS,TS
BM229,1.75,16800,100,N,P,I,6,2,2.5,GAGAL,D1
BM235,1.99,16800,100,N,L,I,6,6,3.17,GAGAL,D3
OM221,1.72,16800,100,N,P,I,7,1,2.83,GAGAL,D1
HM220,2.84,16800,100,N,P,I,7,1,2.92,LULUS,TM
AM228,2.83,16800,100,N,L,I,7,3,3.33,LULUS,TM
BM230,2.81,16800,100,N,P,I,7,1,2.92,LULUS,TM
LG221,3.03,16800,100,N,P,I,7,3,2.75,LULUS,TS
IM225,3.01,16800,100,N,P,I,7,2,3.42,LULUS,TS
BM220,1.6,16800,100,N,L,I,7,5,2.75,GAGAL,D1
AD226,2.75,16800,100,N,P,I,7,2,3,LULUS,TM
BM223,2.65,16800,100,N,P,I,8,7,3.25,LULUS,TM
BM232,2.78,16800,100,N,P,I,8,1,2.92,LULUS,TM
AP221,2.62,16800,100,N,P,I,8,1,3.67,GAGAL,LU
AM228,2.9,16800,100,N,P,I,9,2,3.33,LULUS,TM
OM221,3.18,16800,100,N,P,I,9,2,2.92,LULUS,TM
BM224,2.86,16800,100,N,P,I,9,1,3.84,LULUS,TM
AM228,1.56,16800,100,N,P,I,9,1,3.25,GAGAL,D2
IM225,3.38,16800,100,N,L,I,9,2,3.8,LULUS,TS
OM224,1.72,16800,100,N,P,I,9,1,2.5,GAGAL,D1
IM221,3.18,16800,100,N,P,I,9,2,2.75,LULUS,TM
AP230,2.53,16800,100,N,P,I,9,2,3.25,LULUS,TM
OM221,3.18,16700,100,N,P,I,3,2,2.92,LULUS,TM
BM226,3.18,16700,100,N,P,I,3,1,3.25,LULUS,TM
IM226,2.9,16700,100,N,L,I,5,1,2.34,LULUS,TM
IM225,3.09,16700,100,N,P,I,5,1,3,LULUS,TS
BM226,3.12,16700,100,N,P,I,5,3,3.17,LULUS,TM
AD230,0,16700,100,N,P,I,6,1,2.42,GAGAL,MD
CT224,3.22,16700,100,N,P,I,6,2,2.5,LULUS,TM
IM226,2.9,16700,100,N,P,I,6,2,2.75,LULUS,TS
IM225,3.1,16700,100,N,L,I,6,2,2.75,LULUS,TS
OM222,2.83,16700,100,N,P,I,7,1,2.75,LULUS,TM
BM230,3.19,16700,100,N,P,I,7,1,2.5,LULUS,TM
BM226,3.05,16700,100,N,L,I,8,2,3.83,LULUS,TM
BM226,3.71,16700,100,N,P,I,8,6,3.33,LULUS,ANC
IM225,3.24,16700,100,N,P,I,8,2,2.92,LULUS,TS
BM223,3,16700,100,N,P,I,9,1,3.25,LULUS,TM
AP229,2.56,16600,100,N,L,I,4,2,2.84,LULUS,TM
OM221,3.13,16600,100,N,P,I,4,2,3.25,LULUS,TM
SR223,1.77,16600,100,N,L,I,5,3,2.42,GAGAL,D1
OM222,2.45,16600,100,N,P,I,5,2,2.75,LULUS,TM
HM220,3.16,16600,100,N,P,I,5,2,3.8,LULUS,TS
HM221,2.91,16600,100,N,P,I,7,2,2.67,LULUS,TM
IM220,3.02,16600,100,N,P,I,8,1,2.67,LULUS,TM
BM224,2.92,16600,100,N,P,I,9,1,2.83,LULUS,TM
OM223,3.17,16450,100,N,P,I,1,1,3.08,LULUS,TS
LG221,2.58,16450,100,N,P,I,1,1,2.08,LULUS,TM
HM222,3.21,16450,100,N,P,I,1,1,2.67,LULUS,TM
IM222,3.19,16450,100,N,P,I,2,1,2.67,LULUS,TS
OM221,2.9,16450,100,N,P,I,2,1,2.92,LULUS,TS
