PROGRAM,CGPA_AKHIR,POSKOD,BANGSA,CACAT,JANTINA,AGAMA,TANGGUNGAN,GAJI,CGPA_MASUK,STATUS_GRAD,HEA_STATUS
EE230,3.59,21300,100,N,L,I,5,9,3,LULUS,TM
HM225,2.89,27000,100,N,L,I,1,7,3,LULUS,TM
EM221,2.96,54200,100,N,L,I,3,3,3,LULUS,TM
EH222,2.95,48050,100,N,L,I,8,6,3,LULUS,TM
LG220,3.5,42700,100,N,L,I,5,2,3,LULUS,TS
AP220,3.41,13700,100,N,L,I,2,2,3,LULUS,TM
EC220,3.33,,100,N,P,I,7,7,3,LULUS,TM
HM222,3.5,,100,N,P,I,7,8,3,LULUS,TS
BM223,3.79,54200,100,N,P,I,4,5,3,LULUS,ANC
AS201,2.7,44300,100,N,P,I,6,7,3,LULUS,TM
EE230,1.03,43000,100,N,L,I,5,9,3,GAGAL,D1
BM220,2.33,15150,100,N,L,I,6,4,3,GAGAL,LU
CS220,3.51,26700,100,N,L,I,3,2,3,LULUS,TM
IM224,3.33,43700,100,N,P,I,2,2,3,LULUS,TS
BM226,3.03,70400,100,N,L,I,2,4,3,LULUS,TM
BM226,3.58,70400,100,N,P,I,4,7,3,LULUS,TM
BM222,3.39,93050,100,N,P,I,7,6,3,LULUS,TM
HM220,3.54,2450,100,N,P,I,8,6,3,LULUS,TS
AM228,3.14,43650,100,N,P,I,4,7,3,LULUS,TM
BM230,3.3,70450,100,N,P,I,5,3,3,LULUS,TM
AM228,3.13,17000,100,N,P,I,5,5,3,LULUS,TM
BM226,3.02,21080,100,N,P,I,4,5,3,LULUS,TM
AM228,3.71,27000,100,N,P,I,6,3,3,LULUS,TS
HM221,2.88,8000,100,N,L,I,5,7,3,LULUS,TM
HM221,3.53,9000,100,N,P,I,6,3,3,LULUS,TS
IM225,3.24,22200,100,N,L,I,7,3,3,LULUS,TS
CS247,1.73,43700,100,N,P,I,5,2,3,GAGAL,D1
CS222,3.1,43650,100,N,L,I,6,8,3,LULUS,TM
AC220,0,94000,100,N,P,I,4,3,3,GAGAL,MD
ED220,3.05,5250,100,N,L,I,1,1,3,LULUS,TM
AS203,3.77,6600,100,N,P,I,7,2,3,LULUS,ANC
EE250,3.09,6710,100,N,P,I,4,3,3,LULUS,TM
ED220,3.4,45500,100,N,L,I,7,6,3,LULUS,TM
BM232,3.91,25200,100,N,P,I,4,7,3,LULUS,ANC
LG241,3.8,83040,100,N,P,I,6,4,3,GAGAL,MD
EE221,2.98,45500,100,N,L,I,5,6,3,LULUS,TM
AM228,3.09,76200,100,N,L,I,6,7,3,LULUS,TM
AS229,3.27,43300,100,N,P,I,4,4,3,LULUS,TS
EH221,3.2,52200,100,N,P,I,6,9,3,LULUS,TM
BM220,2.98,21200,100,N,P,I,8,1,3,LULUS,TM
LG220,3.58,20050,100,N,P,I,8,5,3,LULUS,TS
ED220,3.14,47130,100,N,P,I,8,6,3,LULUS,TM
ED229,3.51,98000,1006,N,P,K,5,3,3,LULUS,TS
HM220,3.55,94500,100,N,P,I,6,4,3,LULUS,TS
BM230,0,68000,100,N,P,I,3,3,3,GAGAL,MD
AS201,2.85,47000,100,N,P,I,5,7,3,LULUS,TM
EM220,3.52,21300,100,N,P,I,7,1,3,LULUS,TM
ED220,3.59,81900,100,N,P,I,5,3,3,LULUS,TM
BM216,2.97,28600,100,R,P,I,2,3,3,LULUS,TM
AT220,3.32,16400,100,N,P,I,7,2,3,LULUS,TM
EH222,3.03,21300,100,N,L,I,9,4,3,LULUS,TM
ED220,3.32,5200,100,N,P,I,3,6,3,LULUS,TM
BM220,3.04,81900,100,N,L,I,2,4,3,LULUS,TM
BM230,3.29,18500,100,N,L,I,9,2,3,LULUS,TM
HM222,2.76,18500,100,N,P,I,6,5,3,LULUS,TM
CS222,3.32,43000,100,N,P,I,8,3,3,LULUS,TM
LG220,1.91,85200,100,N,L,I,6,7,3,GAGAL,D4
EM221,3.6,16200,100,N,P,I,7,3,3,LULUS,TS
ED220,1.97,9000,100,N,L,I,2,4,3,GAGAL,D4
AT220,3.51,15100,100,N,P,I,2,1,3,LULUS,TM
EE240,3.48,47630,100,N,P,I,4,8,3,LULUS,TS
CS233,3.12,,100,N,L,I,1,2,3,LULUS,TM
BM222,,71800,100,N,L,I,3,9,3,GAGAL,MD
BM220,3.1,80400,100,N,L,I,8,0,3,LULUS,TM
BM226,2.85,21600,100,N,P,I,4,1,3,GAGAL,LU
CS226,2.99,81300,100,N,P,I,4,3,3,LULUS,TM
AT220,3.61,11950,100,N,P,I,7,3,3,LULUS,TS
BM232,3.67,21020,100,N,P,I,6,5,3,LULUS,TS
BM232,3.24,16080,100,N,P,I,7,3,3,LULUS,TS
CS227,3.41,45000,100,N,P,I,5,3,3,LULUS,TM
CS253,0,53100,100,N,P,I,7,8,3,GAGAL,MD
AS230,3.6,25200,100,N,L,I,5,5,3,LULUS,TM
CS246,1.64,77300,100,N,L,I,9,5,3.01,GAGAL,D1
BM250,0,27610,100,N,P,I,3,3,3.01,GAGAL,MD
BM231,1.92,24000,100,N,P,I,4,3,3.02,GAGAL,MD
CS253,1.79,32040,100,N,P,I,6,5,3.02,GAGAL,D1
BM242,2.62,16450,100,N,P,I,6,6,3.03,GAGAL,LU
CS240,1.67,50470,100,N,P,I,2,7,3.03,GAGAL,D1
BM241,0,21060,100,N,P,I,4,2,3.04,GAGAL,MD
CS253,3.08,81800,700,N,P,I,2,4,3.04,GAGAL,LU
CS253,0.98,72100,100,N,P,I,4,6,3.04,GAGAL,D1
AT220,,13050,100,N,L,I,3,6,3.04,GAGAL,MD
CS253,1.63,72300,100,N,L,I,6,1,3.04,GAGAL,D1
AP224,2.35,81920,100,N,L,I,3,3,3.05,GAGAL,MD
CS247,1.99,90739,803,N,L,K,2,3,3.05,GAGAL,D4
HM242,0,89308,802,N,P,I,6,4,3.05,GAGAL,MD
ED247,2.04,36000,100,N,P,I,4,2,3.05,GAGAL,LU
EM220,2.25,43650,100,N,L,I,4,4,3.06,GAGAL,LU
EE241,1.48,27200,100,N,P,I,4,3,3.06,GAGAL,D1
CS248,1.76,15100,100,N,L,I,4,1,3.07,GAGAL,D2
ED247,2.71,75250,100,N,P,I,5,2,3.07,GAGAL,MD
LG240,1.9,8000,100,N,P,I,6,5,3.08,GAGAL,P1
AM228,2.42,17600,100,N,P,I,7,2,3.08,GAGAL,LU
BM244,0.11,31650,100,N,P,I,6,4,3.08,GAGAL,D1
CS230,0,81300,200,N,P,I,7,5,3.09,GAGAL,MD
AM228,2.73,24100,100,N,P,I,6,2,3.09,GAGAL,MD
HS225,2.79,81800,100,N,P,I,5,3,3.1,LULUS,TM
EC220,3.28,16020,100,N,P,I,5,2,3.1,LULUS,TS
CS222,1.27,72200,100,N,L,I,8,4,3.1,GAGAL,D1
AS225,2.8,76300,100,N,P,I,8,4,3.1,LULUS,TM
BM223,3.57,55100,100,N,P,I,2,2,3.1,LULUS,TM
EE221,1.66,26020,100,N,L,I,9,4,3.1,GAGAL,D1
EM220,2.85,21100,100,N,L,I,5,5,3.1,LULUS,TM
CS229,3.29,81800,100,N,L,I,6,3,3.1,LULUS,TM
HM220,3.53,73200,100,N,P,I,6,6,3.1,LULUS,TS
AP220,2.76,16400,100,N,L,I,8,5,3.1,LULUS,TM
EE230,3.14,40150,100,N,P,I,4,7,3.1,LULUS,TS
BM222,2.63,8000,100,N,L,I,4,6,3.1,LULUS,TM
BM223,2.96,27000,100,N,P,I,2,2,3.1,LULUS,TM
HM225,3.1,36750,100,N,P,I,6,3,3.1,LULUS,TM
BM230,3.06,68100,100,N,P,I,3,5,3.1,LULUS,TM
AP224,2.56,40460,100,N,L,I,8,8,3.1,LULUS,TM
CS228,3.42,31400,100,N,P,I,3,7,3.1,LULUS,TM
AS230,3.1,17500,100,N,P,I,8,2,3.1,LULUS,TM
SR223,2.89,30020,100,N,L,I,0,0,3.1,LULUS,TM
AM228,3.48,25150,100,N,P,I,5,4,3.1,LULUS,TM
BM223,3.04,48300,100,N,P,I,3,2,3.1,LULUS,TM
BM224,2.95,96000,1002,K,P,I,5,5,3.1,LULUS,TM
BM222,3.27,26900,100,N,P,I,5,3,3.1,LULUS,TM
BM223,3.09,34520,100,N,P,I,6,3,3.1,LULUS,TM
AS225,3.54,86200,100,N,P,I,6,2,3.1,LULUS,TS
AS232,3.18,24000,100,N,P,I,4,2,3.1,LULUS,TM
AT220,3.28,84000,100,N,L,I,4,4,3.1,LULUS,TM
AS225,3.42,75400,100,N,P,I,5,4,3.1,LULUS,TM
BM216,2.9,81110,100,N,P,I,7,4,3.1,LULUS,TM
CS233,2.5,5460,100,N,P,I,5,3,3.1,GAGAL,D4
BM230,3.27,70400,100,N,P,I,4,4,3.1,LULUS,TM
LG220,3.44,52200,100,N,P,I,5,4,3.1,LULUS,TM
AS201,3.36,31500,100,N,P,I,5,2,3.1,LULUS,TM
AS230,2.81,17060,100,N,P,I,5,1,3.1,LULUS,TM
EM220,2.99,6700,100,N,P,I,4,1,3.1,LULUS,TM
BM223,3.19,42100,100,N,P,I,2,0,3.1,LULUS,TM
EC220,2.72,15100,100,N,P,I,4,2,3.1,LULUS,TM
EM220,3.08,68000,100,N,P,I,5,1,3.1,LULUS,TM
CS233,3.33,15200,100,N,P,I,9,7,3.1,LULUS,TM
ED229,3.61,91008,101,N,P,I,5,5,3.1,LULUS,TS
AS231,3.25,81750,100,N,P,I,3,4,3.1,LULUS,TM
AS201,3.09,32800,100,N,P,I,6,2,3.1,LULUS,TM
EM220,3.27,41000,100,N,P,I,1,6,3.1,LULUS,TM
BM222,3.02,28700,100,N,P,I,3,3,3.1,LULUS,TM
BM220,2.84,40170,100,N,P,I,4,7,3.1,LULUS,TM
BM223,2.9,47610,100,N,P,I,3,7,3.1,LULUS,TM
BM222,3.04,86200,100,N,P,I,3,3,3.1,LULUS,TM
BM224,3.61,9100,100,N,P,I,2,2,3.1,LULUS,TM
CS230,3.19,78300,100,N,P,I,7,5,3.1,LULUS,TM
AS231,2.94,86000,100,N,P,I,4,3,3.1,LULUS,TM
AP225,3.27,36000,100,N,P,I,4,1,3.1,LULUS,TS
AT220,3.05,47830,100,N,P,I,7,3,3.1,LULUS,TM
AS229,3.45,73100,100,N,L,I,4,5,3.1,LULUS,TS
BM220,3.65,83600,100,N,P,I,4,2,3.1,LULUS,TM
CS228,2.99,42450,100,N,P,I,2,7,3.1,LULUS,TM
BM226,2.8,32000,100,N,L,I,8,7,3.1,LULUS,TM
AS234,3.14,71500,100,N,P,I,8,5,3.1,LULUS,TM
BM223,2.52,81300,100,N,L,I,5,7,3.1,LULUS,TM
BM223,2.94,36000,100,N,P,I,3,2,3.1,LULUS,TM
AT220,3.65,17000,100,N,P,I,7,4,3.1,LULUS,TS
AS225,3.29,71800,100,N,P,I,4,4,3.1,LULUS,TS
CS228,3.38,28000,100,N,P,I,3,4,3.1,LULUS,TM
EH221,2.95,26900,100,N,P,I,7,2,3.1,LULUS,TM
CS245,1.79,50480,100,N,L,I,2,3,3.1,GAGAL,D1
BM221,2.77,6300,100,N,P,I,3,1,3.1,LULUS,TM
CS226,3.32,43650,100,N,P,I,5,8,3.1,LULUS,TM
EE210,3.41,16150,100,N,P,I,9,2,3.1,LULUS,TS
AS251,2.05,5300,100,N,L,I,2,1,3.1,GAGAL,LU
AP224,1.92,76400,100,N,P,I,3,2,3.1,GAGAL,MD
AS229,2.99,6000,100,N,P,I,5,1,3.1,LULUS,TM
OM221,2.93,47000,100,N,P,I,2,2,3.1,LULUS,TM
ED220,3.13,94000,1005,N,P,K,5,7,3.1,LULUS,TM
AT220,2.76,26400,100,N,L,I,4,3,3.1,LULUS,TM
LW213,2.85,16300,100,N,P,I,6,1,3.1,LULUS,TM
AP228,3.27,80300,100,N,P,I,5,2,3.1,LULUS,TM
AS201,2.92,21200,100,N,P,I,9,4,3.1,LULUS,TM
AS224,2.86,71760,100,N,P,I,6,6,3.1,LULUS,TM
ED229,3.67,16800,100,N,P,I,2,1,3.1,LULUS,TS
AS228,2.99,81200,100,N,L,I,3,2,3.1,LULUS,TM
HS223,3.34,75450,100,N,P,I,8,3,3.1,LULUS,TS
EH222,2.86,89108,801,N,P,I,3,2,3.1,LULUS,TM
BM222,3.03,84800,100,N,L,I,4,2,3.1,LULUS,TM
HS223,3.54,36400,100,N,P,I,4,2,3.1,LULUS,TS
BM230,2.64,15200,100,N,P,I,4,3,3.1,LULUS,TM
EE240,3.73,46000,100,N,P,I,3,6,3.1,LULUS,TS
EE221,3.56,93050,100,N,P,I,5,8,3.1,LULUS,TS
AS202,3.01,86000,100,N,P,I,5,5,3.1,LULUS,TM
AP225,2.96,39000,100,N,P,I,3,5,3.1,LULUS,TM
EE250,3.51,84900,100,N,P,I,4,5,3.1,LULUS,TM
OM221,3.19,17020,100,N,P,I,4,2,3.1,LULUS,TS
BM223,3.33,31650,100,N,P,I,7,5,3.1,LULUS,TM
BM220,3.58,81200,100,N,P,I,2,2,3.1,LULUS,TM
HM221,2.98,42200,100,N,P,I,5,3,3.1,LULUS,TM
IM225,3.43,42920,100,N,P,I,2,7,3.1,LULUS,TS
BM222,2.98,11020,100,N,P,I,5,3,3.1,LULUS,TM
HM220,3.65,21600,100,N,L,I,4,7,3.1,LULUS,TS
AP225,3.15,43200,100,N,L,I,3,7,3.1,LULUS,TM
AS229,2.97,72200,100,N,P,I,2,9,3.1,LULUS,TM
BM230,2.75,27650,100,N,P,I,5,4,3.1,LULUS,TM
CS224,3.12,6300,100,N,P,I,6,5,3.1,LULUS,TM
HM221,3.38,26060,100,N,P,I,6,2,3.1,LULUS,TS
ED229,3.41,81200,100,N,P,I,6,4,3.1,LULUS,TM
OM221,3.28,5300,100,N,P,I,7,3,3.1,LULUS,TS
EE241,0.35,16150,100,N,P,I,5,3,3.1,GAGAL,D1
BM220,2.74,25200,100,N,P,I,2,2,3.1,LULUS,TM
AS230,3.07,43700,100,N,P,I,5,2,3.1,LULUS,TM
IM224,3.37,21200,100,N,P,I,4,1,3.1,LULUS,TS
OM223,3.72,81907,100,N,P,I,3,2,3.11,LULUS,ANC
EM220,3.45,7000,100,N,L,I,4,3,3.11,LULUS,TM
AS202,2.79,17510,100,N,P,I,8,1,3.11,LULUS,TM
AS223,3.31,28310,100,N,P,I,7,5,3.11,LULUS,TM
CS222,2.86,93050,100,N,P,I,9,9,3.11,LULUS,TM
AP228,1.86,8000,100,N,P,I,5,6,3.11,GAGAL,P1
LG220,3.55,25150,100,N,P,I,9,7,3.11,LULUS,TS
AS203,3.24,43100,100,W,L,I,7,4,3.11,LULUS,TS
EH222,2.95,42700,100,N,P,I,3,3,3.11,LULUS,TM
CS228,3.26,16150,100,N,P,I,3,3,3.11,LULUS,TM
BM223,2.93,7000,100,N,P,I,6,8,3.11,LULUS,TM
BM224,3.31,85000,100,N,P,I,2,4,3.11,LULUS,TM
BM223,3.42,81030,100,N,P,I,4,2,3.11,LULUS,TM
CS231,0,62300,100,N,L,I,3,8,3.11,GAGAL,MG
BM232,3.62,30010,100,N,P,I,1,3,3.11,LULUS,TS
HM220,3.25,21300,100,N,P,I,5,3,3.11,LULUS,TM
AT220,,16150,100,N,P,I,5,4,3.11,GAGAL,MD
AS201,3.22,50480,100,N,P,I,2,6,3.11,LULUS,TM
CS220,3.47,41250,100,N,P,I,4,8,3.11,LULUS,TM
CS220,3.05,17600,100,N,P,I,6,1,3.11,LULUS,TM
AP220,3.21,28700,100,N,L,I,5,3,3.11,LULUS,TS
BM232,2.85,16800,100,N,P,I,7,2,3.11,GAGAL,MD
AP246,0,41000,100,N,P,I,4,3,3.11,GAGAL,MD
EM220,2.72,81000,100,R,L,I,5,2,3.11,LULUS,TM
EM221,3.7,81100,100,N,L,I,3,8,3.11,LULUS,TS
EM220,2.76,21200,100,N,L,I,6,4,3.11,LULUS,TM
AS201,3.06,13800,100,N,L,I,3,3,3.11,LULUS,TM
AS224,2.07,21600,100,N,L,I,3,3,3.11,GAGAL,D7
AS201,3.08,85000,100,N,L,I,3,2,3.11,LULUS,TM
EM220,3.1,15100,100,N,L,I,3,8,3.11,LULUS,TM
AS201,3.2,21210,100,N,P,I,2,2,3.11,LULUS,TM
EM220,3.53,96250,100,N,L,I,6,6,3.11,LULUS,TS
EH221,3.2,52200,100,N,P,I,3,8,3.11,LULUS,TM
EM220,0,76450,100,N,L,I,7,8,3.11,GAGAL,GT
BM222,2.92,14000,100,N,P,I,5,5,3.11,LULUS,TM
AP224,3.42,25200,100,N,P,I,6,8,3.11,LULUS,TM
BM225,2.43,6750,100,N,P,I,9,4,3.11,GAGAL,LU
HM220,2.94,21400,100,N,P,I,9,1,3.11,LULUS,TM
AS224,3.26,6250,100,N,P,I,5,2,3.11,LULUS,TM
BM223,3.34,81850,100,N,P,I,5,3,3.11,LULUS,TM
ED229,3.4,22020,100,N,P,I,5,3,3.11,LULUS,TM
AS224,3.4,7000,100,N,P,I,2,4,3.11,LULUS,TM
HS220,3.07,21000,100,N,P,I,3,5,3.11,GAGAL,LU
HS223,3.28,16450,100,N,L,I,7,6,3.11,LULUS,TS
HS223,3.29,20050,100,N,P,I,4,3,3.11,LULUS,TS
HS222,3.37,,100,N,P,I,6,7,3.11,LULUS,TS
HM220,3.31,83100,100,N,P,I,6,2,3.11,LULUS,TS
CS222,3.38,,100,N,P,I,5,8,3.11,LULUS,TM
AP228,3,15150,100,N,L,I,5,9,3.11,LULUS,TM
EE250,1.63,68100,100,N,L,I,3,3,3.11,GAGAL,D1
EM221,2.93,40150,100,N,P,I,4,3,3.11,LULUS,TM
EE250,3.61,47810,100,N,L,I,5,8,3.11,LULUS,TS
EE210,3.66,42500,100,N,P,I,5,5,3.11,LULUS,TS
EE230,3.72,34000,100,N,P,I,3,8,3.11,LULUS,TM
EH221,3.35,40100,100,N,L,I,6,7,3.11,LULUS,TS
EE240,3.27,16450,100,N,P,I,6,2,3.11,LULUS,TS
BM230,2.72,18500,100,N,L,I,6,2,3.11,LULUS,TM
AP229,2.88,34600,100,N,P,I,2,5,3.11,LULUS,TM
CS233,3.32,25050,100,N,L,I,6,8,3.11,LULUS,TS
AS234,3.72,13700,100,N,P,I,4,5,3.11,LULUS,TS
AS228,3.22,31200,100,N,L,I,3,3,3.11,LULUS,TM
AS201,3,75460,100,N,P,I,5,5,3.11,LULUS,TM
CS225,3.12,84200,100,N,L,I,1,3,3.11,LULUS,TM
AS234,2.79,68100,100,N,P,I,5,4,3.11,LULUS,TM
EE230,1.76,68000,100,N,L,I,6,8,3.11,GAGAL,D1
AS234,2.87,47120,100,N,L,I,7,7,3.11,LULUS,TM
BM222,3.55,32040,100,N,P,I,4,4,3.11,LULUS,TM
BM230,3.73,41200,100,N,P,I,3,5,3.11,LULUS,ANC
AT220,3.37,81850,100,N,L,I,5,4,3.11,LULUS,TS
AS229,3.62,88450,904,N,P,I,1,7,3.11,LULUS,ANC
BM230,3.18,31400,100,N,P,I,7,4,3.11,LULUS,TM
AT220,3.19,33300,100,N,L,I,5,7,3.11,LULUS,TS
BM226,2.8,81100,100,N,L,I,2,2,3.11,LULUS,TM
CS227,2.75,16100,100,N,P,I,7,8,3.11,LULUS,TM
AP225,3.05,16400,100,N,P,I,6,1,3.11,LULUS,TM
CS226,3.22,68100,100,N,L,I,4,4,3.11,LULUS,TM
CS233,3.14,8000,100,N,P,I,6,9,3.11,LULUS,TS
AP220,0,81300,100,N,L,I,6,8,3.11,GAGAL,MD
IM247,0,21300,100,N,P,I,3,2,3.11,GAGAL,MD
AS229,2.66,31300,100,N,L,I,7,4,3.11,LULUS,TM
EM221,2.87,8200,100,N,L,I,2,1,3.11,LULUS,TM
IM246,0,26400,100,N,P,I,3,3,3.11,GAGAL,MD
AP225,3.45,43000,100,N,P,I,4,2,3.11,LULUS,TS
CS221,3.43,21040,100,N,L,I,6,3,3.11,LULUS,TM
HM221,3.28,43000,100,N,P,I,6,3,3.11,LULUS,TM
BM230,3.13,25200,100,N,P,I,4,6,3.11,LULUS,TM
HM220,3.24,93050,1004,N,P,K,7,4,3.11,LULUS,TM
BM222,3.41,40150,100,N,P,I,6,8,3.11,LULUS,TM
EE250,3.4,53100,100,N,L,I,5,9,3.11,LULUS,TM
HM225,3.05,21400,100,N,L,I,5,6,3.11,LULUS,TM
AP213,2.96,41200,100,N,L,I,2,8,3.11,LULUS,TM
EM221,3.47,2100,100,N,L,I,8,4,3.11,LULUS,TS
BM223,2.86,43650,100,N,L,I,6,6,3.11,LULUS,TM
EE240,1.52,36800,100,N,L,I,3,2,3.11,GAGAL,D1
HM225,2.85,86000,100,N,P,I,3,3,3.11,LULUS,TM
CS233,2.99,73420,100,N,P,I,7,6,3.11,LULUS,TS
AS203,2.89,43100,100,N,L,I,3,4,3.11,LULUS,TM
EE250,1.57,43200,100,N,P,I,3,7,3.11,GAGAL,D1
EH222,2.96,85010,100,N,L,I,3,2,3.11,LULUS,TM
AS245,0,50300,100,N,P,I,1,1,3.11,GAGAL,MD
EM220,1.79,40100,100,N,L,I,5,4,3.11,GAGAL,D1
BM221,3.07,21600,100,N,P,I,7,2,3.11,LULUS,TM
AS226,2.87,26400,100,N,P,I,8,7,3.11,LULUS,TM
CS222,3.2,,100,N,P,I,6,3,3.11,LULUS,TM
BM246,0,40100,100,N,P,I,5,7,3.11,GAGAL,MD
EM220,3.36,43000,700,N,P,I,5,2,3.12,LULUS,TM
EH221,2.65,6100,100,N,P,I,4,2,3.12,LULUS,TM
EE240,3.27,53300,100,N,L,I,9,9,3.12,LULUS,TS
AS201,2.99,84710,100,N,P,I,3,2,3.12,LULUS,TM
BM223,3.4,36700,100,N,P,I,3,5,3.12,LULUS,TM
BM223,3.18,41200,100,N,P,I,4,9,3.12,LULUS,TM
BM223,3.59,56100,100,N,P,I,3,3,3.12,LULUS,TM
BM221,2.66,5150,100,N,L,I,9,6,3.12,LULUS,TM
EH223,1.75,40300,100,N,L,I,4,6,3.12,GAGAL,D1
EH222,2.8,33000,100,N,L,I,3,4,3.12,LULUS,TM
AT220,2.88,34300,100,N,P,I,5,1,3.12,LULUS,TM
EM221,3.05,40100,100,N,L,I,6,6,3.12,LULUS,TM
BM223,3.51,43650,100,N,P,I,4,9,3.12,LULUS,TM
BM222,3.48,16400,100,N,L,I,2,5,3.12,LULUS,TM
BM223,2.95,6650,100,N,P,I,4,4,3.12,LULUS,TM
BM230,2.79,22200,100,N,P,I,9,5,3.12,LULUS,TM
BM230,3.58,56000,100,N,P,I,3,3,3.12,LULUS,TM
BM226,3.32,22000,100,N,P,I,7,4,3.12,LULUS,TM
AS223,3.32,72120,100,N,P,I,6,5,3.12,LULUS,TM
CS233,0,31400,100,N,P,I,4,3,3.12,GAGAL,MD
AS226,3.13,73430,100,N,L,I,5,5,3.12,LULUS,TM
AS201,2.89,16400,200,N,P,I,8,1,3.12,LULUS,TM
EE240,3.03,17000,100,N,L,I,9,2,3.12,LULUS,TS
AS201,3.31,42200,100,N,P,I,5,4,3.12,LULUS,TM
EM220,2.87,8000,100,N,L,I,4,3,3.12,LULUS,TM
EE221,2.98,23000,100,N,L,I,3,2,3.12,LULUS,TM
HM220,3.65,81850,100,N,P,I,3,2,3.12,LULUS,TS
AP220,3.24,6000,100,N,P,I,9,9,3.12,LULUS,TS
BM222,3.04,53100,100,N,P,I,4,0,3.12,LULUS,TM
AS201,3.43,42700,100,N,P,I,6,4,3.12,LULUS,TM
ED220,3.31,86000,100,N,P,I,3,7,3.12,LULUS,TM
EE221,3.3,26100,100,N,L,I,8,3,3.12,LULUS,TS
EE230,2.56,41200,100,N,L,I,6,9,3.12,LULUS,TM
EH221,3,24200,100,N,P,I,6,2,3.12,LULUS,TM
BM226,3.46,16100,100,N,P,I,5,7,3.12,LULUS,TM
BM223,3.1,18500,100,N,P,I,4,2,3.12,LULUS,TM
EH222,2.84,6000,100,N,P,I,4,4,3.12,LULUS,TS
EE240,3.17,26900,100,N,P,I,2,3,3.12,LULUS,TM
EH221,3.3,25200,100,N,P,I,6,6,3.12,LULUS,TM
EE250,2.95,5150,100,N,P,I,2,2,3.12,LULUS,TS
AS202,3.21,,100,N,P,I,6,4,3.12,LULUS,TM
CS233,2.68,28740,100,N,P,I,5,3,3.12,GAGAL,LU
EE250,2.96,28000,100,N,L,I,9,4,3.12,LULUS,TS
EM221,2.41,23000,100,N,L,I,5,7,3.12,GAGAL,LU
AM228,3.5,30020,100,N,P,I,7,8,3.12,LULUS,TS
AS233,2.97,,100,N,P,I,4,3,3.12,LULUS,TM
AS232,3.47,62200,100,N,P,I,7,4,3.12,LULUS,TS
BM221,3.33,11960,100,N,P,I,4,4,3.12,LULUS,TM
AS230,3.17,93050,100,N,P,I,5,2,3.12,LULUS,TM
EM220,2.91,24000,100,N,L,I,5,3,3.12,LULUS,TM
AS225,2.91,81700,100,R,L,I,6,2,3.12,LULUS,TM
EH222,3.19,42700,100,N,P,I,3,2,3.12,LULUS,TS
ED229,3.61,21600,100,N,P,I,5,4,3.12,LULUS,TS
AS201,3.16,45500,100,N,P,I,7,4,3.12,LULUS,TM
HM225,3.65,24000,100,N,P,I,7,6,3.12,LULUS,TS
EM220,3.33,27000,100,N,L,I,7,3,3.12,LULUS,TS
EM220,3.12,14000,100,N,L,I,5,3,3.12,LULUS,TM
EM220,2.85,22010,100,N,L,I,8,3,3.12,LULUS,TM
AS225,2.59,27000,100,N,P,I,7,5,3.12,LULUS,TM
EC220,2.97,54200,100,N,P,I,5,7,3.12,LULUS,TM
EE210,2.31,84400,100,N,L,I,6,9,3.12,GAGAL,LU
BM222,3.09,42100,100,R,P,I,5,7,3.12,LULUS,TM
EM220,2.95,31700,100,N,L,I,7,1,3.12,LULUS,TM
EE240,1.54,16450,100,N,L,I,3,4,3.12,GAGAL,D1
AS229,3.41,,100,N,P,I,6,3,3.12,LULUS,TS
EH222,3.27,81300,100,N,L,I,6,4,3.12,LULUS,TS
HM222,3.31,32040,100,N,P,I,5,5,3.12,LULUS,TS
EE210,3.06,15300,100,N,L,I,4,3,3.12,LULUS,TS
AT220,3.28,17500,100,N,L,I,7,1,3.12,LULUS,TM
AS243,1.77,68100,100,N,P,I,8,7,3.12,GAGAL,D1
IM227,3.42,31150,100,N,P,I,3,3,3.12,LULUS,TS
EE221,2.9,78300,100,N,P,I,4,2,3.13,LULUS,TM
AS202,3.07,18500,100,N,P,I,5,7,3.13,LULUS,TM
AS201,3.25,40460,100,N,P,I,9,0,3.13,LULUS,TM
AS224,2.98,41200,100,N,P,I,8,5,3.13,LULUS,TM
HS223,3.54,15100,100,N,P,I,9,3,3.13,LULUS,TS
BM220,3.26,77300,100,N,P,I,8,3,3.13,LULUS,TM
MC227,3.26,41200,100,N,P,I,5,3,3.13,LULUS,TS
MC222,3.33,54200,100,N,P,I,4,6,3.13,LULUS,TS
HM221,2.9,21200,100,N,P,I,5,3,3.13,LULUS,TM
BM220,2.91,6700,100,N,P,I,3,4,3.13,LULUS,TM
BM223,2.67,16150,100,N,L,I,3,2,3.13,LULUS,TM
BM230,2.96,31700,100,N,L,I,3,2,3.13,LULUS,TM
OM221,3.34,48020,100,N,P,I,3,3,3.13,LULUS,TM
BM230,2.81,48200,100,N,P,I,3,5,3.13,LULUS,TM
AS226,2.97,,100,N,P,I,7,4,3.13,LULUS,TM
EM220,3.08,5460,100,N,L,I,5,5,3.13,LULUS,TM
ED220,3.38,53300,100,N,P,I,3,5,3.13,LULUS,TS
HM221,2.99,56100,100,N,L,I,3,1,3.13,LULUS,TM
EE221,2.98,33700,100,N,L,I,3,2,3.13,LULUS,TM
ED229,3.26,2500,100,N,P,I,4,3,3.13,GAGAL,LU
CS220,1.72,54100,100,N,P,I,3,2,3.13,GAGAL,D1
BM222,3.32,5200,100,N,L,I,3,4,3.13,LULUS,TM
